YearMonth,PracticeCode,NumberOfPatients
202406,M85679,5745
202406,M85680,2575
202406,M85684,3940
202406,M85686,1508
202406,M85693,2458
202406,M85694,3709
202406,M85697,4840
202406,M85699,5367
202406,M85701,4650
202406,M85706,14107
202406,M85711,3565
202406,M85713,5085
202406,M85715,11501
202406,M85716,5099
202406,M85717,4308
202406,M85721,10899
202406,M85722,5596
202406,M85730,5702
202406,M85732,2405
202406,M85733,7103
202406,M85735,6294
202406,M85736,5168
202406,M85739,5557
202406,M85746,5720
202406,M85749,3203
202406,M85756,2890
202406,M85757,4141
202406,M85759,7334
202406,M85766,4108
202406,M85770,2136
202406,M85774,7239
202406,M85778,17245
202406,M85779,2833
202406,M85781,4023
202406,M85783,5596
202406,M85792,3326
202406,M85794,4004
202406,M85797,10457
202406,M85803,11157
202406,M86001,7181
202406,M86002,8501
202406,M86003,16636
202406,M86004,21196
202406,M86005,5925
202406,M86006,9931
202406,M86007,6101
202406,M86008,10230
202406,M86009,25961
202406,M86010,12387
202406,M86012,10745
202406,M86014,21176
202406,M86015,13904
202406,M86016,21415
202406,M86017,10320
202406,M86018,11992
202406,M86019,4437
202406,M86020,7961
202406,M86021,7215
202406,M86027,13270
202406,M86028,3302
202406,M86029,20854
202406,M86030,5812
202406,M86032,12487
202406,M86033,4379
202406,M86034,10445
202406,M86035,8384
202406,M86037,3876
202406,M86038,2742
202406,M86039,4751
202406,M86040,4107
202406,M86041,10203
202406,M86044,4761
202406,M86045,7768
202406,M86046,5506
202406,M86048,8233
202406,M86605,2984
202406,M86610,4649
202406,M86612,3950
202406,M86617,4425
202406,M86622,3423
202406,M86624,11945
202406,M86627,6967
202406,M86633,5643
202406,M86638,6670
202406,M87001,6652
202406,M87003,19056
202406,M87005,12774
202406,M87006,8628
202406,M87007,11645
202406,M87008,8404
202406,M87009,16826
202406,M87010,9044
202406,M87011,27906
202406,M87012,7254
202406,M87013,11434
202406,M87014,8026
202406,M87015,8153
202406,M87016,7038
202406,M87017,8600
202406,M87018,7164
202406,M87019,6081
202406,M87020,9429
202406,M87021,7645
202406,M87023,9657
202406,M87024,22460
202406,M87025,4994
202406,M87026,5982
202406,M87027,4516
202406,M87028,8426
202406,M87030,4378
202406,M87034,5732
202406,M87036,3875
202406,M87037,7605
202406,M87041,5996
202406,M87601,7021
202406,M87602,9967
202406,M87605,4474
202406,M87612,2447
202406,M87617,6209
202406,M87618,2874
202406,M87620,6546
202406,M87621,2817
202406,M87623,3227
202406,M87628,3557
202406,M87638,3890
202406,M88001,10249
202406,M88002,9424
202406,M88003,11793
202406,M88004,41297
202406,M88006,12092
202406,M88007,9765
202406,M88008,5304
202406,M88009,9696
202406,M88010,8923
202406,M88013,14446
202406,M88014,6454
202406,M88015,10954
202406,M88016,2677
202406,M88018,21508
202406,M88019,3142
202406,M88020,12900
202406,M88021,11140
202406,M88022,3743
202406,M88023,5832
202406,M88026,5778
202406,M88030,6256
202406,M88031,4185
202406,M88035,3757
202406,M88038,13883
202406,M88040,6869
202406,M88041,3546
202406,M88042,5514
202406,M88043,7351
202406,M88600,3924
202406,M88610,4919
202406,M88612,3905
202406,M88616,16645
202406,M88618,2029
202406,M88619,10607
202406,M88620,3280
202406,M88625,3383
202406,M88626,3629
202406,M88628,3422
202406,M88630,5168
202406,M88633,6916
202406,M88635,2140
202406,M88639,3343
202406,M88640,3923
202406,M88643,5381
202406,M88645,9579
202406,M88646,2576
202406,M88647,5791
202406,M89001,3609
202406,M89002,6300
202406,M89003,39649
202406,M89005,8451
202406,M89007,6529
202406,M89008,13570
202406,M89009,11045
202406,M89010,10964
202406,M89012,11209
202406,M89013,6150
202406,M89015,12350
202406,M89016,12844
202406,M89017,56422
202406,M89019,11143
202406,M89021,4764
202406,M89024,4032
202406,M89026,10859
202406,M89027,8136
202406,M89030,5882
202406,M89608,3630
202406,M91003,7033
202406,M91004,10009
202406,M91006,4292
202406,M91007,9118
202406,M91008,9810
202406,M91009,5717
202406,M91010,8924
202406,M91013,10272
202406,M91014,3189
202406,M91015,22028
202406,M91016,6901
202406,M91017,10089
202406,M91018,4312
202406,M91019,15053
202406,M91021,7959
202406,M91024,2514
202406,M91026,5658
202406,M91028,8506
202406,M91029,5636
202406,M91032,5038
202406,M91033,6253
202406,M91034,5027
202406,M91036,3661
202406,M91602,2237
202406,M91609,2070
202406,M91611,2832
202406,M91612,3361
202406,M91613,9958
202406,M91614,8487
202406,M91616,7981
202406,M91619,6043
202406,M91621,5143
202406,M91623,1956
202406,M91624,3628
202406,M91626,4609
202406,M91628,3058
202406,M91629,7043
202406,M91637,4023
202406,M91639,1730
202406,M91640,4035
202406,M91641,4154
202406,M91642,1676
202406,M91647,5560
202406,M91650,9106
202406,M91654,3216
202406,M91659,3336
202406,M91660,5135
202406,M92001,3421
202406,M92004,2943
202406,M92006,4723
202406,M92007,7086
202406,M92008,12859
202406,M92009,13473
202406,M92010,11562
202406,M92011,28275
202406,M92012,11687
202406,M92013,7212
202406,M92015,4315
202406,M92016,22685
202406,M92019,6361
202406,M92022,4203
202406,M92026,4786
202406,M92028,9402
202406,M92029,5718
202406,M92039,6916
202406,M92040,12096
202406,M92041,4647
202406,M92043,7184
202406,M92607,18024
202406,M92609,6039
202406,M92612,38727
202406,M92627,3969
202406,M92629,4105
202406,M92630,5852
202406,M92640,2722
202406,M92649,4316
202406,M92654,7191
202406,N81001,5041
202406,N81002,12301
202406,N81005,9843
202406,N81006,5443
202406,N81007,10157
202406,N81008,11487
202406,N81009,7742
202406,N81010,8057
202406,N81011,14579
202406,N81012,11689
202406,N81013,7136
202406,N81014,9439
202406,N81016,32391
202406,N81018,8202
202406,N81019,14432
202406,N81020,12579
202406,N81022,34082
202406,N81024,10834
202406,N81025,10533
202406,N81027,14728
202406,N81028,9544
202406,N81029,12643
202406,N81030,16754
202406,N81031,6248
202406,N81032,28344
202406,N81033,8578
202406,N81034,13073
202406,N81035,12170
202406,N81036,8226
202406,N81037,8386
202406,N81038,7796
202406,N81039,11680
202406,N81040,7008
202406,N81041,8456
202406,N81043,5758
202406,N81044,10812
202406,N81045,13714
202406,N81046,10377
202406,N81047,12670
202406,N81048,13448
202406,N81049,23445
202406,N81050,19693
202406,N81051,7136
202406,N81052,12575
202406,N81053,17118
202406,N81054,9012
202406,N81055,7136
202406,N81056,9948
202406,N81057,13067
202406,N81059,12541
202406,N81060,8882
202406,N81061,9524
202406,N81062,15352
202406,N81063,12412
202406,N81064,6895
202406,N81065,8087
202406,N81066,14730
202406,N81067,9115
202406,N81068,15230
202406,N81069,4520
202406,N81070,10135
202406,N81071,4512
202406,N81072,7964
202406,N81074,5346
202406,N81075,16381
202406,N81077,12927
202406,N81079,9991
202406,N81080,8655
202406,N81081,9773
202406,N81082,15570
202406,N81083,5105
202406,N81084,20677
202406,N81085,9517
202406,N81086,16019
202406,N81087,25186
202406,N81088,12366
202406,N81089,8357
202406,N81090,5049
202406,N81092,13981
202406,N81093,16135
202406,N81096,8980
202406,N81097,3855
202406,N81100,7838
202406,N81101,7956
202406,N81102,3939
202406,N81107,3610
202406,N81108,10752
202406,N81109,6884
202406,N81111,7244
202406,N81113,7216
202406,N81114,11088
202406,N81115,7699
202406,N81117,5829
202406,N81118,8563
202406,N81119,5081
202406,N81120,5653
202406,N81121,7089
202406,N81122,10629
202406,N81123,6975
202406,N81125,7747
202406,N81127,8270
202406,N81607,3670
202406,N81614,5526
202406,N81619,3891
202406,N81623,9242
202406,N81624,8558
202406,N81626,4450
202406,N81628,12606
202406,N81632,5890
202406,N81637,3040
202406,N81642,4588
202406,N81645,2411
202406,N81651,3386
202406,N81655,403
202406,N82001,6213
202406,N82002,5044
202406,N82003,4187
202406,N82004,3270
202406,N82009,8642
202406,N82011,11087
202406,N82014,6456
202406,N82018,13224
202406,N82019,4979
202406,N82022,9850
202406,N82024,12741
202406,N82026,6238
202406,N82033,5944
202406,N82034,6025
202406,N82035,8887
202406,N82036,3504
202406,N82037,11826
202406,N82039,3907
202406,N82041,12727
202406,N82046,9754
202406,N82048,7045
202406,N82049,6517
202406,N82050,2475
202406,N82052,6190
202406,N82053,15976
202406,N82054,7266
202406,N82058,5581
202406,N82059,6232
202406,N82062,7129
202406,N82065,4117
202406,N82066,9267
202406,N82067,5934
202406,N82070,9825
202406,N82073,6675
202406,N82074,9254
202406,N82076,10259
202406,N82077,2692
202406,N82078,3072
202406,N82079,6504
202406,N82081,5644
202406,N82082,7799
202406,N82083,10154
202406,N82084,6421
202406,N82086,3623
202406,N82087,2346
202406,N82089,3830
202406,N82090,10219
202406,N82091,2376
202406,N82092,8530
202406,N82093,4241
202406,N82094,8434
202406,N82095,4739
202406,N82097,8853
202406,N82099,8332
202406,N82101,2695
202406,N82103,9437
202406,N82104,4171
202406,N82106,3551
202406,N82107,1705
202406,N82108,8264
202406,N82109,5517
202406,N82110,8092
202406,N82113,8460
202406,N82115,8804
202406,N82116,7711
202406,N82117,57193
202406,N82617,9744
202406,N82633,3357
202406,N82641,5707
202406,N82645,8826
202406,N82646,9382
202406,N82648,2238
202406,N82650,5012
202406,N82651,4235
202406,N82655,2426
202406,N82662,7939
202406,N82663,4416
202406,N82664,2507
202406,N82668,3404
202406,N82669,3372
202406,N82671,2669
202406,N82676,4130
202406,N82678,3275
202406,N83001,14602
202406,N83002,11881
202406,N83003,7340
202406,N83005,8671
202406,N83006,3409
202406,N83007,2980
202406,N83008,8080
202406,N83009,12121
202406,N83010,6883
202406,N83012,10339
202406,N83013,4768
202406,N83014,10669
202406,N83017,5816
202406,N83018,8831
202406,N83019,7430
202406,N83020,14623
202406,N83021,7760
202406,N83023,11959
202406,N83024,8054
202406,N83025,14495
202406,N83026,2588
202406,N83027,6718
202406,N83028,22084
202406,N83030,5370
202406,N83031,2767
202406,N83032,12101
202406,N83033,5559
202406,N83035,7101
202406,N83041,4654
202406,N83043,3853
202406,N83045,4717
202406,N83047,5151
202406,N83049,4178
202406,N83050,4803
202406,N83053,8815
202406,N83054,4216
202406,N83601,7411
202406,N83603,6818
202406,N83605,6097
202406,N83608,16071
202406,N83609,4630
202406,N83610,2272
202406,N83614,5984
202406,N83619,4295
202406,N83620,3570
202406,N83621,2784
202406,N83622,2601
202406,N83624,2995
202406,N83628,5122
202406,N83633,3803
202406,N83637,3338
202406,N84001,9076
202406,N84002,2493
202406,N84003,10163
202406,N84004,7789
202406,N84005,12137
202406,N84006,11594
202406,N84007,6141
202406,N84008,9880
202406,N84010,5572
202406,N84011,6461
202406,N84012,11425
202406,N84013,10976
202406,N84014,3566
202406,N84015,5886
202406,N84016,6017
202406,N84017,9003
202406,N84018,14437
202406,N84019,6424
202406,N84020,10200
202406,N84021,16262
202406,N84023,7774
202406,N84024,9257
202406,N84025,9825
202406,N84026,2651
202406,N84027,5369
202406,N84028,7669
202406,N84029,5742
202406,N84034,7232
202406,N84035,3770
202406,N84037,1928
202406,N84038,5606
202406,N84041,5798
202406,N84605,5931
202406,N84613,4502
202406,N84614,3192
202406,N84615,3211
202406,N84617,5039
202406,N84621,3070
202406,N84625,4781
202406,N84626,1929
202406,N84627,2503
202406,N84630,2837
202406,N85002,19221
202406,N85005,11049
202406,N85006,9451
202406,N85007,16549
202406,N85008,13663
202406,N85009,5302
202406,N85012,9439
202406,N85013,7630
202406,N85015,7748
202406,N85016,8524
202406,N85017,5565
202406,N85018,6183
202406,N85019,8817
202406,N85020,15410
202406,N85021,2950
202406,N85022,4186
202406,N85023,5768
202406,N85024,9347
202406,N85025,5825
202406,N85027,9406
202406,N85028,13151
202406,N85031,3926
202406,N85032,6705
202406,N85037,5329
202406,N85038,4386
202406,N85044,20745
202406,N85046,4994
202406,N85047,6760
202406,N85048,5313
202406,N85051,17938
202406,N85052,4401
202406,N85054,5158
202406,N85057,1949
202406,N85059,7857
202406,N85616,4616
202406,N85617,4767
202406,N85620,6449
202406,N85625,16298
202406,N85629,4533
202406,N85633,4743
202406,N85634,1846
202406,N85640,2856
202406,N85643,4009
202406,N85648,4004
202406,P81002,66076
202406,P81003,8880
202406,P81005,12253
202406,P81006,20503
202406,P81008,7163
202406,P81010,5557
202406,P81013,15721
202406,P81014,9497
202406,P81015,12907
202406,P81016,12212
202406,P81017,14616
202406,P81018,8356
202406,P81020,24593
202406,P81022,10826
202406,P81025,12651
202406,P81027,15040
202406,P81029,24642
202406,P81031,6804
202406,P81032,14166
202406,P81033,7977
202406,P81035,8082
202406,P81036,17199
202406,P81037,12221
202406,P81038,10025
202406,P81039,5646
202406,P81040,10513
202406,P81041,9523
202406,P81042,15268
202406,P81043,6682
202406,P81044,16871
202406,P81045,4767
202406,P81046,6556
202406,P81047,16169
202406,P81051,14093
202406,P81053,8184
202406,P81054,9446
202406,P81055,13668
202406,P81057,13840
202406,P81058,10001
202406,P81059,7858
202406,P81061,4537
202406,P81062,7606
202406,P81063,11550
202406,P81065,15078
202406,P81066,8221
202406,P81067,12849
202406,P81069,11782
202406,P81070,8128
202406,P81071,7198
202406,P81072,14248
202406,P81073,13131
202406,P81074,13618
202406,P81076,10874
202406,P81077,11094
202406,P81078,11915
202406,P81079,13036
202406,P81081,5881
202406,P81082,10389
202406,P81083,8613
202406,P81084,8258
202406,P81086,9834
202406,P81087,11518
202406,P81088,7022
202406,P81089,12153
202406,P81092,7704
202406,P81095,8582
202406,P81096,7020
202406,P81099,10871
202406,P81100,15399
202406,P81103,11616
202406,P81107,8177
202406,P81112,16868
202406,P81113,7033
202406,P81115,16546
202406,P81117,5195
202406,P81118,9641
202406,P81119,10071
202406,P81123,13192
202406,P81125,10093
202406,P81127,9903
202406,P81128,9772
202406,P81129,11691
202406,P81130,13877
202406,P81132,9332
202406,P81133,8815
202406,P81136,2916
202406,P81137,6697
202406,P81138,2836
202406,P81140,15734
202406,P81143,11507
202406,P81147,5074
202406,P81149,8740
202406,P81150,12167
202406,P81154,8100
202406,P81155,5800
202406,P81157,11329
202406,P81159,12440
202406,P81160,15927
202406,P81165,2655
202406,P81166,2500
202406,P81167,5906
202406,P81169,6600
202406,P81170,10731
202406,P81171,4593
202406,P81172,12154
202406,P81179,6166
202406,P81180,3533
202406,P81181,5132
202406,P81182,6684
202406,P81184,8826
202406,P81185,10760
202406,P81186,4780
202406,P81191,9511
202406,P81196,34780
202406,P81197,5014
202406,P81201,5963
202406,P81208,18071
202406,P81212,5932
202406,P81213,17359
202406,P81214,4651
202406,P81218,6246
202406,P81620,1467
202406,P81622,11443
202406,P81633,3614
202406,P81646,4227
202406,P81647,4028
202406,P81655,10213
202406,P81664,18027
202406,P81668,6439
202406,P81674,5802
202406,P81681,13754
202406,P81683,7663
202406,P81685,4200
202406,P81686,2518
202406,P81687,2065
202406,P81692,2057
202406,P81694,5312
202406,P81695,6268
202406,P81699,2193
202406,P81701,2910
202406,P81704,11203
202406,P81707,5442
202406,P81709,5593
202406,P81710,9999
202406,P81711,2632
202406,P81714,5942
202406,P81721,2489
202406,P81724,2668
202406,P81726,1770
202406,P81730,8712
202406,P81731,2681
202406,P81732,4649
202406,P81734,19708
202406,P81735,3460
202406,P81736,4091
202406,P81740,10647
202406,P81741,2465
202406,P81742,2495
202406,P81748,7227
202406,P81755,8900
202406,P81757,3507
202406,P81770,7364
202406,P81771,9682
202406,P81780,5707
202406,P82001,10322
202406,P82002,7385
202406,P82003,15321
202406,P82004,9762
202406,P82005,7129
202406,P82006,8979
202406,P82007,13563
202406,P82008,14647
202406,P82009,7250
202406,P82010,8209
202406,P82011,6844
202406,P82012,6037
202406,P82013,3851
202406,P82014,6544
202406,P82015,20622
202406,P82016,11942
202406,P82018,7290
202406,P82020,4668
202406,P82021,7082
202406,P82022,5078
202406,P82023,8928
202406,P82025,4716
202406,P82029,3635
202406,P82030,3997
202406,P82031,10839
202406,P82033,2065
202406,P82034,3834
202406,P82036,2963
202406,P82037,4650
202406,P82607,5903
202406,P82609,6236
202406,P82613,5115
202406,P82616,4087
202406,P82624,3671
202406,P82625,2452
202406,P82626,5122
202406,P82627,4100
202406,P82629,2069
202406,P82633,2493
202406,P82634,4207
202406,P82640,5105
202406,P82643,7377
202406,P82652,4226
202406,P82660,3632
202406,P83001,13876
202406,P83004,7833
202406,P83005,4663
202406,P83006,8238
202406,P83007,10695
202406,P83009,7757
202406,P83010,3665
202406,P83011,7221
202406,P83012,48453
202406,P83015,7345
202406,P83017,6483
202406,P83021,10079
202406,P83024,4437
202406,P83025,9099
202406,P83027,1854
202406,P83603,9544
202406,P83605,7664
202406,P83608,6218
202406,P83609,3891
202406,P83611,4383
202406,P83612,5238
202406,P83620,4963
202406,P83621,3412
202406,P83623,5076
202406,P84004,8944
202406,P84005,14610
202406,P84009,12026
202406,P84010,10578
202406,P84012,8704
202406,P84014,5383
202406,P84016,9200
202406,P84017,12816
202406,P84018,4702
202406,P84019,10826
202406,P84020,9729
202406,P84021,9329
202406,P84022,6337
202406,P84023,9332
202406,P84024,8290
202406,P84025,7674
202406,P84026,9266
202406,P84027,8000
202406,P84028,9956
202406,P84029,10650
202406,P84030,13838
202406,P84032,6090
202406,P84033,4433
202406,P84034,16469
202406,P84035,16720
202406,P84037,6589
202406,P84038,13339
202406,P84039,9915
202406,P84040,7513
202406,P84041,7879
202406,P84042,11470
202406,P84043,9757
202406,P84045,5259
202406,P84046,12728
202406,P84047,5769
202406,P84048,6876
202406,P84049,11123
202406,P84050,8454
202406,P84051,5728
202406,P84052,7489
202406,P84053,8102
202406,P84054,6702
202406,P84056,4555
202406,P84059,8437
202406,P84061,6188
202406,P84064,10944
202406,P84065,4619
202406,P84066,7752
202406,P84067,8056
202406,P84068,22518
202406,P84070,8373
202406,P84071,4861
202406,P84072,33245
202406,P84074,11251
202406,P84605,2034
202406,P84611,7777
202406,P84626,5797
202406,P84630,22208
202406,P84635,5243
202406,P84637,2796
202406,P84639,3999
202406,P84640,7125
202406,P84644,7080
202406,P84645,6625
202406,P84650,6423
202406,P84651,5589
202406,P84663,5652
202406,P84665,4115
202406,P84669,16494
202406,P84672,3676
202406,P84673,13486
202406,P84678,16024
202406,P84679,2138
202406,P84683,12252
202406,P84684,6017
202406,P84689,13118
202406,P84690,2945
202406,P85002,6664
202406,P85003,6293
202406,P85004,5868
202406,P85005,9474
202406,P85007,3985
202406,P85010,14137
202406,P85011,12546
202406,P85012,5744
202406,P85013,21753
202406,P85014,6490
202406,P85015,7684
202406,P85016,13970
202406,P85017,9279
202406,P85018,4519
202406,P85019,6437
202406,P85020,7805
202406,P85021,10625
202406,P85022,5083
202406,P85026,16283
202406,P85028,17
202406,P85601,3198
202406,P85605,7602
202406,P85606,6408
202406,P85608,2562
202406,P85610,7409
202406,P85612,3879
202406,P85614,3993
202406,P85615,12139
202406,P85622,11394
202406,P86001,7765
202406,P86002,1584
202406,P86003,11062
202406,P86004,8804
202406,P86005,6262
202406,P86006,16737
202406,P86007,13667
202406,P86008,10189
202406,P86009,10192
202406,P86010,8567
202406,P86011,8678
202406,P86012,9073
202406,P86013,6255
202406,P86014,8121
202406,P86015,5473
202406,P86016,8850
202406,P86017,4742
202406,P86018,8602
202406,P86019,9900
202406,P86021,3603
202406,P86022,8720
202406,P86023,9180
202406,P86026,7601
202406,P86602,3392
202406,P86606,4753
202406,P86608,4363
202406,P86609,2514
202406,P86614,4823
202406,P86619,6653
202406,P86620,2847
202406,P86624,4253
202406,P87002,11588
202406,P87004,13098
202406,P87008,8747
202406,P87015,6953
202406,P87016,13599
202406,P87017,5000
202406,P87019,12929
202406,P87020,15867
202406,P87022,2142
202406,P87024,11541
202406,P87025,10223
202406,P87026,13270
202406,P87027,18797
202406,P87028,9610
202406,P87032,6009
202406,P87035,11260
202406,P87040,8765
202406,P87610,12877
202406,P87613,4629
202406,P87620,9350
202406,P87624,5053
202406,P87625,2723
202406,P87627,3399
202406,P87630,3158
202406,P87634,10248
202406,P87639,4364
202406,P87648,6703
202406,P87649,6394
202406,P87651,5399
202406,P87654,11684
202406,P87657,3895
202406,P87658,3668
202406,P87661,2376
202406,P88002,6296
202406,P88003,9460
202406,P88005,11547
202406,P88006,11234
202406,P88007,14238
202406,P88008,8418
202406,P88009,3197
202406,P88011,10639
202406,P88012,7930
202406,P88013,12666
202406,P88014,4826
202406,P88015,12100
202406,P88016,13786
202406,P88017,6654
202406,P88018,10344
202406,P88019,5794
202406,P88020,11667
202406,P88021,6936
202406,P88023,7375
202406,P88024,10256
202406,P88025,10722
202406,P88026,53965
202406,P88031,5721
202406,P88041,8191
202406,P88042,6793
202406,P88043,9435
202406,P88044,4904
202406,P88606,5782
202406,P88615,3319
202406,P88623,7143
202406,P88625,7862
202406,P88632,18293
202406,P89002,19000
202406,P89003,9938
202406,P89004,6402
202406,P89005,8334
202406,P89006,11653
202406,P89007,7279
202406,P89008,17423
202406,P89010,7628
202406,P89011,5071
202406,P89012,6931
202406,P89013,5116
202406,P89014,12768
202406,P89015,20515
202406,P89016,8185
202406,P89018,8695
202406,P89020,7932
202406,P89021,11054
202406,P89022,3461
202406,P89023,5613
202406,P89025,3076
202406,P89026,6523
202406,P89029,6668
202406,P89030,3908
202406,P89602,3854
202406,P89609,5233
202406,P89612,2242
202406,P89613,3328
202406,P89618,2799
202406,P91003,7902
202406,P91004,8442
202406,P91006,13272
202406,P91007,6388
202406,P91008,6188
202406,P91009,10987
202406,P91011,5680
202406,P91012,7462
202406,P91013,11549
202406,P91014,16432
202406,P91016,9437
202406,P91017,8924
202406,P91018,14897
202406,P91019,3666
202406,P91020,9845
202406,P91021,15282
202406,P91026,6209
202406,P91029,11649
202406,P91035,13235
202406,P91603,7249
202406,P91604,16791
202406,P91617,2568
202406,P91623,7456
202406,P91627,8707
202406,P91629,15238
202406,P91631,3500
202406,P92001,5635
202406,P92002,5164
202406,P92003,9537
202406,P92004,7638
202406,P92005,4227
202406,P92006,6180
202406,P92007,6587
202406,P92008,8784
202406,P92010,11965
202406,P92011,8004
202406,P92012,4527
202406,P92014,13465
202406,P92015,5910
202406,P92016,18631
202406,P92017,13113
202406,P92019,10370
202406,P92020,5028
202406,P92021,5965
202406,P92023,8996
202406,P92024,5048
202406,P92026,7570
202406,P92028,4788
202406,P92029,4574
202406,P92030,4589
202406,P92031,4337
202406,P92033,4744
202406,P92034,5591
202406,P92038,3189
202406,P92041,8570
202406,P92042,9220
202406,P92602,2510
202406,P92605,7808
202406,P92607,7929
202406,P92615,4901
202406,P92620,7983
202406,P92621,4154
202406,P92626,6052
202406,P92630,2860
202406,P92633,3282
202406,P92634,4735
202406,P92635,2062
202406,P92637,4048
202406,P92639,3032
202406,P92642,5353
202406,P92646,3548
202406,P92647,6491
202406,P92648,5306
202406,P92651,5451
202406,Y00020,8944
202406,Y00026,2440
202406,Y00033,6801
202406,Y00049,280
202406,Y00050,6942
202406,Y00054,132
202406,Y00056,773
202406,Y00057,15135
202406,Y00060,587
202406,Y00078,5147
202406,Y00080,7030
202406,Y00081,24
202406,Y00090,8338
202406,Y00137,32677
202406,Y00140,2157
202406,Y00155,10797
202406,Y00159,31217
202406,Y00182,1002
202406,Y00184,9545
202406,Y00185,11578
202406,Y00186,1765
202406,Y00200,4565
202406,Y00206,10430
202406,Y00228,2499
202406,Y00230,1
202406,Y00252,3104
202406,Y00265,15477
202406,Y00278,3591
202406,Y00286,3347
202406,Y00293,9306
202406,Y00297,4881
202406,Y00312,4716
202406,Y00316,5249
202406,Y00344,1503
202406,Y00347,5484
202406,Y00351,12251
202406,Y00352,22655
202406,Y00361,35
202406,Y00399,4015
202406,Y00403,8066
202406,Y00411,11648
202406,Y00412,5789
202406,Y00437,10550
202406,Y00445,20186
202406,Y00446,3125
202406,Y00469,11861
202406,Y00471,7140
202406,Y00475,5276
202406,Y00486,7640
202406,Y00492,8803
202406,Y00507,2856
202406,Y00522,2
202406,Y00560,16499
202406,Y00568,4529
202406,Y00612,4952
202406,Y00726,5553
202406,Y00758,2558
202406,Y00774,5314
202406,Y00902,3420
202406,Y00918,6756
202406,Y00969,11866
202406,Y00996,4548
202406,Y00999,11926
202406,Y01008,54792
202406,Y01011,11484
202406,Y01050,7475
202406,Y01051,9169
202406,Y01057,1297
202406,Y01066,9824
202406,Y01068,4809
202406,Y01090,8039
202406,Y01108,3715
202406,Y01118,3433
202406,Y01124,819
202406,Y01127,6344
202406,Y01132,13632
202406,Y01163,4046
202406,Y01206,10292
202406,Y01221,3398
202406,Y01262,28
202406,Y01280,2414
202406,Y01281,4567
202406,Y01291,10132
202406,Y01652,6192
202406,Y01655,10223
202406,Y01690,6729
202406,Y01695,4165
202406,Y01719,9025
202406,Y01756,6147
202406,Y01794,15091
202406,Y01795,7074
202406,Y01812,11077
202406,Y01839,7249
202406,Y01845,46
202406,Y01922,11893
202406,Y01924,96
202406,Y01929,52909
202406,Y01948,2488
202406,Y01964,28233
202406,Y02002,19343
202406,Y02045,6
202406,Y02117,16387
202406,Y02177,6638
202406,Y02212,2762
202406,Y02274,3869
202406,Y02319,7505
202406,Y02321,5697
202406,Y02322,8986
202406,Y02325,5372
202406,Y02332,19424
202406,Y02342,9722
202406,Y02354,9482
202406,Y02378,6263
202406,Y02414,1
202406,Y02423,43268
202406,Y02442,1
202406,Y02463,13319
202406,Y02466,11922
202406,Y02469,10125
202406,Y02476,14246
202406,Y02494,7705
202406,Y02510,6823
202406,Y02517,16783
202406,Y02519,9844
202406,Y02520,5688
202406,Y02521,10482
202406,Y02526,86
202406,Y02567,6453
202406,Y02571,7985
202406,Y02572,2324
202406,Y02575,22097
202406,Y02578,11968
202406,Y02586,4956
202406,Y02589,10042
202406,Y02594,2844
202406,Y02605,3702
202406,Y02606,5985
202406,Y02611,14808
202406,Y02622,15203
202406,Y02625,1186
202406,Y02626,4783
202406,Y02627,12072
202406,Y02633,5820
202406,Y02636,6638
202406,Y02639,9806
202406,Y02645,8
202406,Y02646,10694
202406,Y02653,4194
202406,Y02657,8235
202406,Y02663,4445
202406,Y02669,4812
202406,Y02671,18286
202406,Y02672,12985
202406,Y02674,634
202406,Y02676,9663
202406,Y02684,3755
202406,Y02686,8473
202406,Y02692,17334
202406,Y02701,9084
202406,Y02707,6754
202406,Y02713,4787
202406,Y02718,4173
202406,Y02720,4162
202406,Y02721,4622
202406,Y02736,6994
202406,Y02747,18240
202406,Y02751,11090
202406,Y02753,5667
202406,Y02755,9855
202406,Y02757,13381
202406,Y02767,6535
202406,Y02769,7891
202406,Y02787,7312
202406,Y02790,7439
202406,Y02794,12480
202406,Y02795,4851
202406,Y02807,12786
202406,Y02811,12576
202406,Y02827,5148
202406,Y02842,7848
202406,Y02847,8876
202406,Y02849,14599
202406,Y02867,4586
202406,Y02873,65
202406,Y02875,4403
202406,Y02885,3873
202406,Y02886,4315
202406,Y02890,6424
202406,Y02893,21699
202406,Y02900,22093
202406,Y02906,10520
202406,Y02928,22861
202406,Y02933,8363
202406,Y02936,3591
202406,Y02946,8681
202406,Y02960,6506
202406,Y02962,1764
202406,Y02973,9010
202406,Y02974,12936
202406,Y02986,5230
202406,Y02987,33141
202406,Y03023,33274
202406,Y03035,21855
202406,Y03049,16473
202406,Y03052,14424
202406,Y03063,8165
202406,Y03079,15516
202406,Y03103,296
202406,Y03124,5847
202406,Y03135,9212
202406,Y03222,6467
202406,Y03296,8
202406,Y03303,28
202406,Y03366,5532
202406,Y03402,20141
202406,Y03441,9622
202406,Y03528,12
202406,Y03584,87
202406,Y03595,6983
202406,Y03597,6949
202406,Y03602,5934
202406,Y03663,9309
202406,Y03664,8821
202406,Y03755,13520
202406,Y04225,1151
202406,Y04266,4070
202406,Y04273,20533
202406,Y04543,38
202406,Y04662,5351
202406,Y04664,4554
202406,Y04809,2361
202406,Y04882,3141
202406,Y04884,3319
202406,Y04925,7824
202406,Y04957,32568
202406,Y04965,23343
202406,Y04968,588
